gene_id	gene_name	X1O	X2O	X3O	P11_1	P11_2	P11_3
ENSG00000228860	ENSG00000228860	0	0	0	0	1	0
ENSG00000228861	RPL23AP12	0	3.132	2.002	0	2.315	0
ENSG00000228862	ENSG00000228862	0	0	1	1	0	2
ENSG00000228863	ENSG00000228863	1	3	1	6	1.351	3
ENSG00000228868	MYLKP1	2.027	1.007	4.048	4.144	1.054	3.021
ENSG00000228869	COX4I1P2	0	0	0	0	0	0
ENSG00000228872	CSP1	0	0	0	0	0	1
ENSG00000228873	ENSG00000228873	21	31	22	19	29	34
ENSG00000228874	RPS24P10	0	2	0	2	0	0
ENSG00000228876	ENSG00000228876	0	1	3	1	0	0
ENSG00000228877	ENSG00000228877	0	0	0	0	0	0
ENSG00000228878	SEPTIN7-DT	175.999	166.068	180	183.461	190	162
ENSG00000228879	RPL35AP6	0	0	0	0	0	0
ENSG00000228882	CICP9	0	1	1	0	0	0
ENSG00000228884	RPL23AP26	0	0	0	0	1	0
ENSG00000228886	ENSG00000228886	5	1	0	2	1	2
ENSG00000228887	EEF1DP1	9.004	14.045	7.008	15.017	14.012	10.672
ENSG00000228888	LINC01428	0	0	0	1	0	0
ENSG00000228889	UBAC2-AS1	171	159	214	174	190	236
ENSG00000228897	ENSG00000228897	10.896	1.409	0	3.068	11.68	8.805
ENSG00000228898	MTCO1P43	0	0	0	0	0	0
ENSG00000228901	HMGN2P36	1.993	2.94	4.014	3.007	2.951	1.022
ENSG00000228902	ST6GALNAC2P1	0	0	0	0	0	0
ENSG00000228903	RASA4CP	22.894	24.702	21.081	46.418	21.004	47.115
ENSG00000228909	LINC01803	0	0	0	0	0	0
ENSG00000228914	OR1H1P	0	0	0	0	0	0
ENSG00000228915	OR7E128P	0	0	0	0	1	0
ENSG00000228917	NECTIN4-AS1	0	0	0	0	0	0
ENSG00000228918	LINC01344	0	0	0	0	0	0
ENSG00000228919	ENSG00000228919	0	1	2	3	5	4.678
ENSG00000228922	ENSG00000228922	0	0	0	0	0	0
ENSG00000228923	ENSG00000228923	0	0	0	0	0	0
ENSG00000228925	ENSG00000228925	0	0	0	0	0	0
ENSG00000228927	TSPY3	0.5	0	0	0	0	0.25
ENSG00000228928	KPNA2P2	1.124	0	1	1	4	1
ENSG00000228929	RPS13P2	96.043	88.134	160.392	107.048	105.68	122.196
ENSG00000228930	MTCO1P3	0	1	0	0	0	0
ENSG00000228933	ENSG00000228933	27	27.001	29	35	44.999	22.001
ENSG00000228935	ENSG00000228935	1	0	0	0	0	0
ENSG00000228937	MTA3P1	0	0	0	0	0	0
ENSG00000228938	SNRPD2P1	2	4	6.005	3	1	3
ENSG00000228939	AKT3-IT1	1	4	2	1	8	0
ENSG00000228940	ENSG00000228940	0	0	1	0	0	1
ENSG00000228941	UBE3AP2	2.002	0	2	2.005	1.001	0
ENSG00000228943	ENSG00000228943	1	0	0	0	0	0
ENSG00000228944	ENSG00000228944	0	0	0	3	0	3
ENSG00000228945	CLUHP2	0	0	0	0	0	0
ENSG00000228948	SLC25A6P5	2	0	0	3	0	0
ENSG00000228949	UGT1A12P	1	0	0	0	0	0
ENSG00000228950	ENSG00000228950	1	0	0	0	0	0
ENSG00000228952	LINC02041	0	0	0	0	0	0
ENSG00000228953	ENSG00000228953	0	0	0	0	0	0
ENSG00000228955	RPL7AP82	0	0	0	0	0	0
ENSG00000228956	SATB1-AS1	1014.997	876	1049.999	1069.998	1097	1118.998
ENSG00000228957	ENSG00000228957	0	0	0	0	0	0
ENSG00000228958	PIGPP3	0	0	0	0	0	0
ENSG00000228959	ENSG00000228959	0	0	1	0	0	0
ENSG00000228960	OR2A9P	0	0	0	0	0	0
ENSG00000228961	LINC01690	0	1	0	0	1	0
ENSG00000228963	OR7E93P	0	0	0	0	0	0
ENSG00000228965	RPSAP60	0	0	0	1	0	0
ENSG00000228966	HOMER2P1	0	0	0	0	0	0
ENSG00000228968	ENSG00000228968	0	0	0	0	0	0
ENSG00000228970	UBTFL6	0	0	0	0	1	0
ENSG00000228971	LINC02607	236	209	279	234.001	231	226
ENSG00000228973	ENSG00000228973	0	0	2	0	0	0
ENSG00000228974	ENSG00000228974	0	0	0	0	0	0
ENSG00000228976	SUMO2P8	1.001	0	0	0	1.969	0
ENSG00000228979	PPIAP55	3	4.01	4	3.94	0	2
ENSG00000228980	LINC01205	0	0	0	0	0	1
ENSG00000228981	ENSG00000228981	19.57	13.312	29.983	10.213	14.346	18.441
ENSG00000228982	ENSG00000228982	0	0	0	0	0	0
ENSG00000228983	SLC47A1P1	1	0	1	0	3	0
ENSG00000228984	ENSG00000228984	0	0	0	0	0	0
ENSG00000228985	TRDD3	0	0	0	0	0	0
ENSG00000228986	PHF10P1	2.147	5.013	1.001	3.009	4.02	5.008
ENSG00000228988	ENSG00000228988	0	0	0	0	0	0
ENSG00000228992	RPL5P32	4.101	2.029	3.223	0	1.012	0
ENSG00000228995	MTND1P9	0	0	0	0	0	0
ENSG00000228997	ORMDL1P1	0	0	0	0	0	0
ENSG00000228998	PERPP2	359.028	263.125	244.219	339.019	290.674	344.669
ENSG00000228999	LINC01830	0	1	0	0	0	0
ENSG00000229000	SEPTIN7P8	6.001	10	14.1	13.005	10.047	5
ENSG00000229001	ACTBP14	3	0	1	1	1	4
ENSG00000229002	ENSG00000229002	0	0	0	0	0	0
ENSG00000229005	HNF4A-AS1	0	0	0	0	0	0
ENSG00000229007	EXOSC3P1	63.299	66.482	86.433	72.379	73.701	102.168
ENSG00000229009	TMPRSS11GP	0	0	0	0	0	0
ENSG00000229010	ENSG00000229010	0	0	0	0	0	0
ENSG00000229011	LINC01038	0	0	0	0	0	0
ENSG00000229012	ENSG00000229012	0	0	0	0	0	0
ENSG00000229013	ENSG00000229013	0	0	0	0	0	0
ENSG00000229014	RPL30P13	0	2	2	0	1	0
ENSG00000229015	ENSG00000229015	0	0	0	0	0	0
ENSG00000229016	ENSG00000229016	0	0	0	0	0	0
ENSG00000229017	LINC01277	1	3	0	0	2	1
ENSG00000229018	PMS2P7	13.676	6.304	0	13.489	17.426	0
ENSG00000229019	ENSG00000229019	0	0	0	0	0	0
ENSG00000229020	AKR7A2P1	1	1	1	1	1	0
ENSG00000229021	ENSG00000229021	1	1	2	0	0	0
ENSG00000229022	RPL6P3	8.898	3.1	5.128	4.095	7.697	7.523
ENSG00000229023	RAB1AP1	4	0	6	1	2	0
ENSG00000229025	ENSG00000229025	0	0	0	0	0	0
ENSG00000229027	HSFY1P1	0	0	0	0	0	0
ENSG00000229028	KRT223P	0	0	0	0	0	0
ENSG00000229029	CDCA4P1	0	0	0	0	0	0
ENSG00000229030	ENSG00000229030	0	0	0	0	0	0
ENSG00000229031	MTCO1P25	0	1	0	0	0	1
ENSG00000229032	ENSG00000229032	0	0	0	0	1	0
ENSG00000229035	SPRR2C	0	0	0	0	0	0
ENSG00000229036	VDAC1P8	15.571	20.774	10	19.945	25	24.99
ENSG00000229037	MRPL32P2	0	0	1	0	1.001	1
ENSG00000229042	ENSG00000229042	0	0	0	0	0	0
ENSG00000229043	ZFAND2A-DT	449	304	457.001	481.95	468.999	515.001
ENSG00000229044	ENSG00000229044	0	0	0	0	0	0
ENSG00000229046	HMGN1P2	0	0	0	0	0	0
ENSG00000229047	ENSG00000229047	0	0	0	0	0	0
ENSG00000229048	DUTP1	0	0	0	0	0	0
ENSG00000229051	LINC01788	0	0	0	0	0	0
ENSG00000229052	MND1P1	0	0	0	0	0	0
ENSG00000229054	RPS29P14	0	2	0	1	3	0
ENSG00000229056	HECW2-AS1	1	0	0	0	0	0
ENSG00000229057	RPS3AP54	0	1	0	2	1	1
ENSG00000229060	ENSG00000229060	0	0	0	0	0	0
ENSG00000229063	TRBV23OR9-2	0	0	0	0	0	0
ENSG00000229064	ENSG00000229064	0	0	0	0	0	0
ENSG00000229065	ENSG00000229065	3	1	7	8	6	9
ENSG00000229066	ENSG00000229066	0	0	0	0	0	0
ENSG00000229067	ENSG00000229067	0	0	1	0	0	2
ENSG00000229068	TMPOP1	0	0	0	0	0	1
ENSG00000229072	HMGN2P24	3.828	5.321	15.941	10.706	12.461	10.597
ENSG00000229079	ENSG00000229079	0	0	0	0	0	0
ENSG00000229080	MTCO3P30	0	0	0	0	0	0
ENSG00000229081	LINC01165	5	8	8	10	13	5
ENSG00000229082	OR5AW1P	0	1	0	1	2	1
ENSG00000229083	PSMA6P2	1.005	0	0	0	0	0
ENSG00000229086	LINC01548	0	0	0	0	0	0
ENSG00000229087	RPS26P18	0	0	0	2	0	0
ENSG00000229088	MTND1P10	0	1	0	0	0	0
ENSG00000229089	ANKRD20A8P	1.136	0	0	0	0	1.137
ENSG00000229090	ENSG00000229090	0	0	0	0	0	0
ENSG00000229091	HSPA8P8	26.539	19.003	34.39	19.179	27.612	26.717
ENSG00000229092	IGHV3-47	0	0	0	0	0	1
ENSG00000229093	OR51AB1P	0	0	0	0	0	0
ENSG00000229097	CALM2P2	126.208	91.469	135.365	103.547	107.653	112.783
ENSG00000229101	ELOCP20	0	0	0	0	0	0
ENSG00000229102	PIK3CA-DT	1	0	0	0	0	0
ENSG00000229104	YY1P2	0	0	0	0	0	0
ENSG00000229105	ASTN2-AS1	0	0	0	0	0	0
ENSG00000229106	BTBD6P1	0	1.008	0	0	0	1.005
ENSG00000229107	ABHD17AP4	0	0	0	0	0	0
ENSG00000229108	LINC02587	0	0	0	0	0	0
ENSG00000229109	FRMD3-AS1	2	3	1	4	3	4
ENSG00000229110	ENSG00000229110	1	1	0	1	0	2
ENSG00000229111	MED4-AS1	0	0	0	0	0	0
ENSG00000229112	ENSG00000229112	1	1	0	1	0	0
ENSG00000229115	ENSG00000229115	0	0	0	0	0	0
ENSG00000229116	ENSG00000229116	0	0	0	1	0	0
ENSG00000229117	RPL41	116859.408	109788.912	187272.607	120992.168	130353.063	129681.949
ENSG00000229118	ENSG00000229118	0	0	0	0	0	0
ENSG00000229119	RPLP0P9	2489.729	3529.965	6845.86	5544.51	6402.138	6069.983
ENSG00000229120	CYCSP4	0	0	0	0	0	0
ENSG00000229122	AGBL5-IT1	0	2	0	0	2	1
ENSG00000229124	VIM-AS1	14	13	28	45	38	41
ENSG00000229127	KANSL1L-AS1	25	26	7	36	34	28
ENSG00000229129	ACTG1P2	10.01	0	23.167	0	32.562	0
ENSG00000229131	ENSG00000229131	0	0	0	0	0	0
ENSG00000229132	EIF4A1P10	198.394	191.192	327.015	269.565	306.395	280.276
ENSG00000229133	RPS7P4	9.725	27.469	40.972	9.157	16.611	21.539
ENSG00000229138	CDY6P	0	0	0	0	0	0
ENSG00000229140	CCDC26	4	4	4	0	8	1
ENSG00000229142	HCG4P8	0	0	1	0	0	0
ENSG00000229143	ENSG00000229143	0	0	0	0	0	0
ENSG00000229145	ACTBP1	10.001	6	3	7	6.033	11.664
ENSG00000229146	SNX18P4	0	0	1	0	0	0
ENSG00000229147	SMPD4P2	0	0	0	0	0	0
ENSG00000229150	CRYGEP	0	0	0	0	0	0
ENSG00000229151	ENSG00000229151	4.819	0	3	3	2	4
ENSG00000229152	ANKRD10-IT1	40	60	32	76	78	62
ENSG00000229153	EPHA1-AS1	2	0	2	1	0	0
ENSG00000229154	KCNQ5-AS1	1	0	0	0	1	0
ENSG00000229155	LINC02038	0	0	0	0	0	0
ENSG00000229156	ENSG00000229156	0	0	0	0	0	0
ENSG00000229159	TSPY23P	0	0	0	0	0	0
ENSG00000229160	ENSG00000229160	0	0	0	0	0	0
ENSG00000229161	TCP1P1	29.099	16.009	18.01	28.08	24.008	17.01
ENSG00000229162	RUNX3-AS1	0	0	0	0	0	0
ENSG00000229163	NAP1L1P2	0	0	0	0	1	0
ENSG00000229165	GDI2P1	4	4	3	2	2	2
ENSG00000229167	ENSG00000229167	0	0	0	0	0	1
ENSG00000229168	RPL19P20	1	1	1.021	1.008	2.001	2.837
ENSG00000229169	ENSG00000229169	0	0	0	0	0	0
ENSG00000229172	ENSG00000229172	1	0	0	0	0	0
ENSG00000229173	SRMP3	0	0	0	0	0	0
ENSG00000229175	LINC00382	0	0	0	0	0	0
ENSG00000229177	ENSG00000229177	0	0	0	0	0	0
ENSG00000229178	ENSG00000229178	32	13	41	45	36	42
ENSG00000229180	RABGEF1P1	4.822	3.496	3.046	0	0	2.595
ENSG00000229182	MRPS16P1	1	0	0	0	1	0
ENSG00000229183	PGA4	0	0	0	0	0	0
ENSG00000229184	ATP5PDP2	5.002	1.454	6.001	7.252	3.002	2.001
ENSG00000229186	ADAM1A	229.55	174.094	0	169.487	146.457	205.765
ENSG00000229188	ENSG00000229188	0	0	0	0	0	0
ENSG00000229190	ENSG00000229190	0	0	0	0	0	0
ENSG00000229191	ENSG00000229191	12	18	13	22	10	19
ENSG00000229192	ENSG00000229192	0	0	0	0	0	0
ENSG00000229195	ENSG00000229195	1.997	0.998	2	2	5	0
ENSG00000229196	LINC03008	4	0	7	1	1	3
ENSG00000229197	RPS15AP28	2	6	4	1	0	0
ENSG00000229201	LINC02787	0	0	0	0	0	0
ENSG00000229203	ENSG00000229203	0	0	0	0	0	0
ENSG00000229204	PTGES3P3	6.897	7.575	8.042	7.942	3.018	5.123
ENSG00000229205	LINC00200	1	3	2	6	2	1
ENSG00000229206	ENSG00000229206	0	0	0	0	0	0
ENSG00000229207	SERPINH1P1	0	2	1	3.002	2.001	2
ENSG00000229208	RBMY2NP	0	0	0	0	0	0
ENSG00000229209	ENSG00000229209	0	0	0	0	0	0
ENSG00000229211	KCTD9P6	0	0	0	1.002	1	1
ENSG00000229212	ENSG00000229212	0	0	27.79	0	0	0
ENSG00000229213	ENSG00000229213	0	0	0	0	0	0
ENSG00000229214	LINC00242	36	19	17	17	23	25
ENSG00000229217	CYCSP11	0	1	0	0	0	0
ENSG00000229220	ENSG00000229220	0	1	0	0	2	0
ENSG00000229221	HNRNPA1P66	3	1	0	1	0	1.064
ENSG00000229222	KRT18P4	12	6	10	8	17	21
ENSG00000229224	ENSG00000229224	0	0	0	0	0	0
ENSG00000229225	ENSG00000229225	0	0	0	0	0	0
ENSG00000229226	BTF3L4P4	0	0	0	0	0	0
ENSG00000229227	ENSG00000229227	4.035	2	1	6.407	9.172	11.793
ENSG00000229228	LINC00582	0	0	0	0	0	0
ENSG00000229229	ENSG00000229229	0	0	0	0	0	0
ENSG00000229230	MT1P3	0	0	0	0	0	0
ENSG00000229231	FEM1AP1	0	0	0	0	0	0
ENSG00000229232	KRT18P53	0	0	0	0	0	0
ENSG00000229233	ENSG00000229233	0	0	0	0	0	0
ENSG00000229234	RBMY1KP	0	0	0	0	0	0
ENSG00000229235	RPL37P18	2	0	3	4	3	1.008
ENSG00000229236	TTTY10	1	0	1	1	1	2
ENSG00000229237	HMGN1P37	3.74	4.178	9.302	4.309	12.661	8.42
ENSG00000229238	PPP1R12BP1	0	0	0	0	0	0
ENSG00000229239	EEF1A1P48	0	0	0	0	0	0
ENSG00000229240	LINC00710	0	0	0	0	0	0
ENSG00000229241	PNPT1P1	4	1	2	2	3	2
ENSG00000229242	ENSG00000229242	0	0	0	0	0	0
ENSG00000229243	LINC01981	0	0	0	0	0	0
ENSG00000229246	LINC00377	3	0	0	0	1	0
ENSG00000229247	ENSG00000229247	0	0	0	0	0	0
ENSG00000229248	WBP2P1	0	0	0	0	0	0
ENSG00000229249	LINC00446	0	0	0	0	0	0
ENSG00000229250	USP9YP31	0	0	0	0	0	0
ENSG00000229251	HNRNPA1P8	40.209	26.863	45.371	41.464	50.494	38.894
ENSG00000229254	OR8C1P	0	0	0	0	0	0
ENSG00000229255	ENSG00000229255	0	0	0	0	0	0
ENSG00000229256	ST13P13	1.775	1.095	0	0	8.556	0
ENSG00000229257	ENSG00000229257	0	1	0	1	2	1
ENSG00000229258	LPGAT1-AS1	0	0	0	0	0	1
ENSG00000229259	LRRC37A12P	0	0	0	0	0	0
ENSG00000229261	ENSG00000229261	0	0	0	0	0	0
ENSG00000229262	ENSG00000229262	0	0	0	0	0	0
ENSG00000229263	ENSG00000229263	0	0	0	0	0	0
ENSG00000229266	POM121L8P	0	0	0	0	0	0
ENSG00000229267	SNHG31	50	29	32	31	43	40
ENSG00000229268	PES1P2	3.002	3.002	1	7.86	7.002	5.002
ENSG00000229269	ENSG00000229269	0	0	0	0	0	0
ENSG00000229271	ENSG00000229271	0	0	0	0	0	0
ENSG00000229272	LINC03036	2	0	2	0	5	1
ENSG00000229273	ENSG00000229273	9.217	22.069	14.542	25.067	16.78	20.535
ENSG00000229274	LINC02829	0	0	0	0	0	0
ENSG00000229275	ENSG00000229275	0	0	0	0	0	0
ENSG00000229276	REV3L-IT1	0	0	0	0	0	0
ENSG00000229278	ENSG00000229278	11.727	6.378	5.024	6.747	2.159	10.025
ENSG00000229280	EEF1DP6	0	0	0	0	0	1
ENSG00000229281	GPR53P	0	0	0	0	0	0
ENSG00000229282	ENSG00000229282	0	0	0	0	0	1
ENSG00000229283	ENSG00000229283	0	0	0	0	0	0
ENSG00000229286	ENSG00000229286	0	0	0	0	0	0
ENSG00000229287	FABP5P4	0	0	0	0	0	0
ENSG00000229288	ENSG00000229288	0	0	0	0	0	0
ENSG00000229289	ENSG00000229289	0	0	0	0	0	0
ENSG00000229291	LINC02768	5	1	0	2	0	2
ENSG00000229292	RFPL4AL1	0	1	1	0	0	0
ENSG00000229294	ENSG00000229294	0	0	0	0	0	0
ENSG00000229297	ENSG00000229297	0	0	0	0	0	0
ENSG00000229298	TUBB8P1	0	0	0	0	0	0
ENSG00000229299	ZBTB46-AS2	47	61	48	75	72	61
ENSG00000229301	LINC03075	0	0	0	0	0	0
ENSG00000229302	TAF9P2	0	0	0	0	1	0
ENSG00000229303	PPIAP25	1.776	0	0	1.002	0	0
ENSG00000229305	ENSG00000229305	0	0	0	0	0	0
ENSG00000229306	ENSG00000229306	0	0	0	0	0	0
ENSG00000229307	LINC00459	0	0	0	0	0	0
ENSG00000229308	ENSG00000229308	0	0	0	0	0	0
ENSG00000229309	ENSG00000229309	0	0	0	0	0	0
ENSG00000229310	RPP40P1	0	0	0	0	0	0
ENSG00000229311	ENSG00000229311	23.345	21.315	9.102	6.139	11.178	18.802
ENSG00000229312	ENSG00000229312	28	36	51	58	38	36
ENSG00000229313	ENSG00000229313	0	1	0	0	0	0
ENSG00000229314	ORM1	0	0	0	0	0	0
ENSG00000229315	MCHR2-AS1	0	0	0	1	0	1
ENSG00000229316	HMGB1P45	1	2	0	0	0	1
ENSG00000229320	KRT8P12	314.487	293.633	292.267	346.999	410.306	415.07
ENSG00000229321	ENSG00000229321	9.003	10	4	14	17	15
ENSG00000229322	ENSG00000229322	0	0	0	0	0	0
ENSG00000229324	NUTF2P7	0	0	1	0	1	0
ENSG00000229325	ACAP2-IT1	0	2	2	2	3	5
ENSG00000229326	RPL17P15	0	0	0	0	4	0
ENSG00000229327	EPC1-AS1	0	0	0	0	0	0
ENSG00000229330	ENSG00000229330	1	0	0	0	1	2
ENSG00000229331	GK-IT1	0	1	0	0	0	0
ENSG00000229332	PGBD4P8	0	0	0	0	0	0
ENSG00000229334	TMEM44-AS2	30	36	48	55	36	36
ENSG00000229335	DANT1	0	0	0	0	0	0
ENSG00000229336	SREK1IP1P1	1	0	0	0	2.002	0
ENSG00000229337	ENSG00000229337	17	9	12	17	20	11
ENSG00000229338	NME2P3	1	1	0	2	1	1
ENSG00000229339	RPL7AP83	0	0	0	0	0	0
ENSG00000229343	CDY22P	0	0	0	0	0	0
ENSG00000229344	MTCO2P12	91.921	152.812	62.031	123.749	122.761	102.318
ENSG00000229345	ENSG00000229345	0	0	0	0	0	0
ENSG00000229347	ENSG00000229347	0	0	0	0	0	0
ENSG00000229348	HYI-AS1	0	4	1	4	1	1
ENSG00000229349	ACTG1P9	2	1	1.119	3.004	1.151	3.001
ENSG00000229351	KRTAP9-11P	0	0	0	0	0	0
ENSG00000229356	LRRC3-DT	8	2	5	1	2	5
ENSG00000229357	CYCSP51	0	0	1	0	0	0
ENSG00000229358	DPY19L1P1	52.723	50.989	61.873	71.818	67.904	50.026
ENSG00000229359	PIN1P1	0	0	0	0	0	0
ENSG00000229360	PPP1R2P5	0	0	0	0	1	0
ENSG00000229361	UBTFL7	0	0	0	0	0	0
ENSG00000229365	ENSG00000229365	0	0	0	0	0	0
ENSG00000229367	HMGN2P19	1.003	0	1.002	1.005	1.006	2.008
ENSG00000229368	ENSG00000229368	9.947	9.999	12.941	15.996	6	29.999
ENSG00000229369	ENSG00000229369	0	0	0	1	0	0
ENSG00000229370	ENSG00000229370	0	0	0	0	0	1
ENSG00000229372	SZT2-AS1	1	5	0	5	5	1
ENSG00000229373	LINC00452	0	0	0	0	1	0
ENSG00000229375	USP24P1	0	0	0	0	0	0
ENSG00000229376	CICP3	0	0	0	0	0	0
ENSG00000229379	ENSG00000229379	0	0	0	0	0	0
ENSG00000229380	PRKAR1B-AS2	0	0	0	0	0	0
ENSG00000229382	ENSG00000229382	0	0	0	0	0	0
ENSG00000229384	HMGB1P16	3	1	4	1	1	1
ENSG00000229385	CTNNA2-AS1	3	10	7	9	4	11
ENSG00000229386	OR8B9P	0	0	0	0	0	1
ENSG00000229388	TAF12-DT	12	0	10	6	9	13
ENSG00000229389	ENSG00000229389	0	0	0	0	0	0
ENSG00000229390	MICD	0	0	0	1	2	0
ENSG00000229391	HLA-DRB6	0	0	0	0	0	0
ENSG00000229393	ENSG00000229393	6	14	3	5	7	2
ENSG00000229395	ENSG00000229395	0	0	0	0	0	0
ENSG00000229398	ENSG00000229398	0	0	0	0	0	0
ENSG00000229399	ENSG00000229399	3	3	7	3	7	0
ENSG00000229400	CNIH3-AS1	1	0	0	0	0	0
ENSG00000229401	MIR5689HG	0	0	0	0	0	0
ENSG00000229402	ENSG00000229402	0	0	0	0	0	0
ENSG00000229403	ENSG00000229403	1	0	0	0	0	0
ENSG00000229404	LINC00858	0	0	0	0	1	0
ENSG00000229405	ENSG00000229405	0	0	0	0	0	0
ENSG00000229406	OFD1P4Y	0	0	0	0	0	0
ENSG00000229407	ENSG00000229407	0	0	2	0	1	2
ENSG00000229409	ENSG00000229409	0	0	0	0	0	0
ENSG00000229413	ENSG00000229413	0	0	0	1	0	0
ENSG00000229414	KCNQ1-AS1	0	2	0	1	1	1
ENSG00000229415	SFTA3	1	0	0	0	0	0
ENSG00000229416	USP9YP8	0	0	0	0	0	0
ENSG00000229417	NPM1P25	0	0	0	0	0	0
ENSG00000229418	ENSG00000229418	0	0	0	0	0	0
ENSG00000229419	RALGAPA1P1	102.304	60.006	66.188	174.148	122.38	146.09
ENSG00000229421	H3P10	0	0	1	0	0	0
ENSG00000229422	ENSG00000229422	240.65	200.627	184.638	233.987	260.616	290.574
ENSG00000229423	RPL27AP8	1	2	1	0	2	0
ENSG00000229424	ENSG00000229424	0	0	0	0	0	0
ENSG00000229425	ENSG00000229425	1	0	0	1	3	0
ENSG00000229427	ANKRD26P4	3	0	0	0	2	1
ENSG00000229431	MED8-AS1	0	2	1	1	3	0
ENSG00000229433	LINC02069	0	0	0	0	1	0
ENSG00000229434	NRAL	0	0	0	0	0	0
ENSG00000229435	PIP5K1P2	0	0	0	0	0	0
ENSG00000229436	ENSG00000229436	0	0	0	0	0	0
ENSG00000229437	LINC00366	0	0	0	0	0	0
ENSG00000229440	ENSG00000229440	0	0	1	0	0	0
ENSG00000229442	THEMIS3P	0	0	0	0	0	0
ENSG00000229443	LINC00433	0	0	0	0	0	0
ENSG00000229444	ST3GAL3-AS1	0	0	0	0	0	0
ENSG00000229447	ENSG00000229447	9	15	3	13	15	10
ENSG00000229452	CPVL-AS1	0	0	0	0	0	0
ENSG00000229453	SPINK8	0	0	0	0	0	0
ENSG00000229454	ENSG00000229454	0	0	0	0	0	0
ENSG00000229455	RPS10P18	0	0	0	0	1	0
ENSG00000229456	RLIMP1	0	0	0	0	0	0
ENSG00000229457	LINC01789	0	0	0	0	0	0
ENSG00000229458	ENSG00000229458	2	2	19	3	8	6
ENSG00000229459	ENSG00000229459	0	0	0	0	0	0
ENSG00000229462	WDR4P2	0	1	0	0	0	0
ENSG00000229463	LYST-AS1	0	0	0	0	0	0
ENSG00000229465	ACTG1P11	10.01	24.231	0	28.899	0	31.231
ENSG00000229466	LINC02627	0	0	0	0	0	0
ENSG00000229468	RPL39P18	2	1	0	3	2.229	0
ENSG00000229473	RGS17P1	1.996	2	1	0	0	1
ENSG00000229474	PATL2	0	5	1	4	2	3
ENSG00000229478	ROBO2P1	0	0	0	0	0	0
ENSG00000229483	LINC00362	0	0	0	0	0	0
ENSG00000229484	LINC02766	1	0	1	0	1	1
ENSG00000229485	KSR1P1	0	0	0	0	0	0
ENSG00000229486	ENSG00000229486	0	0	0	0	0	0
ENSG00000229487	ALG13-AS1	0	0	0	0	0	0
ENSG00000229491	ENSG00000229491	1	1	0	0	1	0
ENSG00000229492	ENSG00000229492	0	0	0	0	1	0
ENSG00000229494	ENSG00000229494	0	0	0	1	1	0
ENSG00000229495	ENSG00000229495	0	1	1	0	1	1
ENSG00000229497	ENSG00000229497	1	1	1	0	2	0
ENSG00000229498	ENSG00000229498	1	3	1	3	1	3
ENSG00000229500	RPL17P1	1	0	0	2	0	2
ENSG00000229502	ENSG00000229502	0	0	0	0	0	0
ENSG00000229503	RPL21P37	1.031	2.102	1.281	0	2.699	4.163
ENSG00000229505	ENSG00000229505	1	0	0	0	0	0
ENSG00000229508	PHKG1P4	0	0	0	0	0	0
ENSG00000229509	ENSG00000229509	0	0	0	0	0	0
ENSG00000229511	GAS2L1P1	0	0	0	0	0	0
ENSG00000229512	ENSG00000229512	0	0	0	0	0	0
ENSG00000229515	FLT1P1	0	0	0	0	0	0
ENSG00000229518	UBE2V1P3	0	0	1	0	0	1
ENSG00000229519	ENSG00000229519	0	0	0	1	0	0
ENSG00000229520	LINC00404	1	0	0	0	0	0
ENSG00000229521	MYCBP2-AS2	1	0	0	0	0	1
ENSG00000229522	LINC01523	0	0	0	0	0	0
ENSG00000229525	DNPEP-AS1	55	33	41	43	39	52
ENSG00000229526	KRT16P4	0	0	0	0	0	0
ENSG00000229528	ENSG00000229528	0	0	0	1	0	0
ENSG00000229530	ENSG00000229530	0	0	0	0	0	0
ENSG00000229531	RABGAP1L-AS1	0	1	0	0	1	0
ENSG00000229532	ENSG00000229532	0	0	0	0	0	0
ENSG00000229533	ENSG00000229533	1	0	0	1	2	0
ENSG00000229534	HNRNPA1P53	1.132	0	0	0	1	3.047
ENSG00000229536	LINC02572	22	17	13	20	27.001	17.001
ENSG00000229537	LINC01739	0	0	0	0	0	0
ENSG00000229539	PANK2-AS1	99	59	69	108	115	144
ENSG00000229541	GAPDHP26	0	0	0	0	0	0
ENSG00000229543	ENSG00000229543	6	6	14	6	7	11
ENSG00000229544	NKX1-2	0	3	0	3	1	3
ENSG00000229546	LINC00428	0	0	0	0	0	0
ENSG00000229547	ENSG00000229547	0	0	0	0	0	0
ENSG00000229549	TSPY8	0.5	0	0	0	0	0.25
ENSG00000229550	ENSG00000229550	0	0	0	0	0	0
ENSG00000229551	GAPDHP17	1	0	0	0	0	0
ENSG00000229553	USP9YP17	0	0	0	0	0	0
ENSG00000229554	RPL21P24	0	0	0	0	0	1
ENSG00000229557	LINC00379	0	0	0	0	0	0
ENSG00000229558	SACS-AS1	0	0	0	0	0	0
ENSG00000229559	ENSG00000229559	0	0	0	0	0	0
ENSG00000229560	LYARP1	0	0	0	0	0	0
ENSG00000229562	ZFYVE9P1	1.005	0	2.025	0	3.056	2.045
ENSG00000229563	LINC01204	0	0	1	0	0	1
ENSG00000229565	LINC02264	0	0	0	0	1	0
ENSG00000229567	ENSG00000229567	0	0	0	0	0	0
ENSG00000229568	SMC4P1	0	0	0	0	0	0
ENSG00000229569	ENSG00000229569	0	2	2	0	0	3
